,nox,nox_categoria
796,17.383066666666668,Bajo
797,19.842366666666667,Bajo
798,20.575433333333333,Bajo
799,21.6474,Bajo
800,23.01783333333333,Bajo
801,34.202466666666666,Medio
802,31.261966666666662,Bajo
803,19.0078,Bajo
804,10.8168,Bajo
805,8.511066666666666,Bajo
806,7.96805,Bajo
807,8.986,Bajo
808,7.554033333333333,Bajo
809,9.440533333333333,Bajo
810,10.167166666666668,Bajo
811,11.32705,Bajo
812,12.3845,Bajo
813,12.151,Bajo
814,20.021366666666665,Bajo
815,21.34436666666667,Bajo
816,18.31956666666667,Bajo
817,14.121733333333331,Bajo
818,11.04925,Bajo
819,11.315733333333334,Bajo
820,10.2249,Bajo
821,10.26565,Bajo
822,19.2161,Bajo
823,48.15973333333333,Medio
824,63.48746666666667,Alto
825,82.9746,Alto
826,48.662200000000006,Medio
827,45.4004,Medio
828,33.28163333333333,Medio
829,24.04543333333333,Bajo
830,17.2456,Bajo
831,16.2219,Bajo
832,16.32773333333333,Bajo
833,23.13716666666667,Bajo
834,30.42173333333333,Bajo
835,45.68666666666667,Medio
836,36.6613,Medio
837,28.2235,Bajo
838,32.93035,Medio
839,25.09153333333333,Bajo
840,22.435166666666664,Bajo
841,19.758650000000003,Bajo
842,11.92085,Bajo
843,8.108633333333334,Bajo
844,7.55715,Bajo
845,11.641,Bajo
846,16.86765,Bajo
847,35.3705,Medio
848,46.64340000000001,Medio
849,69.60703333333333,Alto
850,85.05585,Alto
851,47.20413333333334,Medio
852,35.4031,Medio
853,27.1464,Bajo
854,21.6335,Bajo
855,15.03895,Bajo
856,25.72063333333333,Bajo
857,24.594566666666665,Bajo
858,29.871733333333328,Bajo
859,24.7078,Bajo
860,31.97123333333333,Medio
861,30.213566666666665,Bajo
862,26.92693333333333,Bajo
863,25.40216666666667,Bajo
864,21.88243333333333,Bajo
865,13.306599999999998,Bajo
866,11.794533333333334,Bajo
867,10.739466666666669,Bajo
868,12.262566666666666,Bajo
869,14.118966666666664,Bajo
870,25.455766666666666,Bajo
871,41.01425,Medio
872,53.42975,Alto
873,97.5789,Alto
874,55.54935,Alto
875,44.15826666666667,Medio
876,32.06806666666667,Medio
877,23.39906666666667,Bajo
878,18.03383333333333,Bajo
879,18.2971,Bajo
880,18.78043333333333,Bajo
881,24.822000000000003,Bajo
882,30.16143333333333,Bajo
883,34.792766666666665,Medio
884,34.3726,Medio
885,35.81946666666666,Medio
886,30.0105,Bajo
887,23.762933333333333,Bajo
888,19.6804,Bajo
889,15.619566666666666,Bajo
890,11.87805,Bajo
891,10.75405,Bajo
892,13.933700000000002,Bajo
893,12.225266666666668,Bajo
894,20.599566666666664,Bajo
895,43.1443,Medio
896,74.59005,Alto
897,87.42945,Alto
898,54.516333333333336,Alto
899,33.51446666666667,Medio
900,24.53973333333333,Bajo
901,18.894,Bajo
902,16.930433333333333,Bajo
903,18.126033333333336,Bajo
904,17.621100000000002,Bajo
905,23.488366666666668,Bajo
906,35.929233333333336,Medio
907,39.6585,Medio
908,38.6407,Medio
909,33.6616,Medio
910,29.77853333333333,Bajo
911,27.1707,Bajo
912,20.504266666666663,Bajo
913,22.85485,Bajo
914,14.706033333333332,Bajo
915,12.80556666666667,Bajo
916,13.504266666666666,Bajo
917,15.493566666666666,Bajo
918,20.130266666666667,Bajo
919,38.64143333333333,Medio
920,58.5446,Alto
921,82.83080000000001,Alto
922,66.38374999999999,Alto
923,35.268033333333335,Medio
924,29.259566666666668,Bajo
925,20.7707,Bajo
926,19.26216666666667,Bajo
927,16.512033333333335,Bajo
928,17.908966666666668,Bajo
929,42.3196,Medio
930,34.10093333333334,Medio
931,39.71296666666667,Medio
932,39.1196,Medio
